disease_id,disease_name
C1333976,Liver and Intrahepatic Bile Duct Neoplasm
C1394142,Cortical hyperostosis
C1519086,Pilomyxoid astrocytoma
C1707508,Conventional Dermatofibrosarcoma Protuberans
C1833753,Biconcave flattened vertebrae
C1833754,"Femoral bowing present at birth, straightening with time"
C1833762,Decreased calvarial ossification
C1834345,Periosteal thickening of long tubular bones
C1835121,Premature osteoarthritis
C1837081,Tibial bowing
C1837658,Gross motor development delay
C1843366,"NIEMANN-PICK DISEASE, TYPE C2"
C1850171,Neonatal short-limb short stature
C1850178,Bowing of limbs due to multiple fractures
C1851801,EDS VIIB
C1852924,OI-EDS Combined Syndrome
C1853171,Multiple prenatal fractures
C1856087,Biconcave vertebral bodies
C1858732,Malar prominence
C1859069,Brittle Bone Disorder
C1859443,Severe generalized osteoporosis
C1859461,Femoral bowing
C1860245,Cranial asymmetry
C1863351,Calvarial hyperostosis
C1866134,Wide anterior fontanel
C1867114,Craniofacial disproportion
C1970497,Crumpled long bones
C2931093,"Osteogenesis imperfecta, type 5"
C3495489,Rieger eye malformation sequence
C3665732,Metastatic Dermatofibrosarcoma Protuberans
C3874346,Skeletal malocclusion
C3887531,Keratoglobus
C3899646,Childhood Pilomyxoid Astrocytoma
C4015948,"OSTEOGENESIS IMPERFECTA, TYPE III/IV"
C4015949,"OSTEOGENESIS IMPERFECTA, TYPE IIC"
C4015950,"OSTEOGENESIS IMPERFECTA, TYPE I, MILD"
C4015951,BONE MINERAL DENSITY VARIATION QUANTITATIVE TRAIT LOCUS
C4021629,Absent ossification of calvaria
C4021630,Broad long bones
C4021816,Abnormality of the gingiva
C4021962,Genital hernia
C4025145,Cortical irregularity
C4025813,Abnormality of subcutaneous fat tissue
C4277533,"Dissection, Blood Vessel"
C4538407,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2"
C4551623,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1"
C4552122,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1"
C4707450,Ring chromosome 5 syndrome
C0011579,Reactive depression
C1522512,Transient Situational Disturbance
C1876214,"ALBINOIDISM, OCULOCUTANEOUS, AUTOSOMAL DOMINANT"
C1969342,"PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED"
C1969343,"Pulmonary Hypertension, Primary, Fenfluramine-Associated"
C3554225,LEPTIN RECEPTOR DEFICIENCY
C3714844,"Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia"
C4552070,"Pulmonary Hypertension, Primary, 1"
C0429097,QRS complex feature
C0730307,Cancer-Associated Retinopathy
C0730308,Melanoma-Associated Retinopathy
C3203657,Autoimmune retinopathy
C1321489,Torre-Muir syndrome
C0085620,Flaccid paralysis
C0277527,Epidemic diarrhea
C1112211,Hepatic Infection
C1262886,Osteoprotegerin test
C1264610,Infectious peritonitis
C1720452,Soft drusen
C4523989,Occult hepatitis B
C4722446,"ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION"
C0014458,"Eosinophilia, Tropical"
C0040115,Thymus Hyperplasia
C0150993,Pitting of nails
C0235864,Congenital hypertrichosis lanuginosa
C0263505,Alopecia universalis
C0265992,alopecia congenita
C0392485,Congenital diverticulum of pharynx
C0477325,Immunodeficiency associated with other specified major defects
C0685891,Congenital hypoplasia of thymus
C0685894,Congenital absence of thymus
C0858699,Skin keratosis
C1866426,"T-cell immunodeficiency, congenital alopecia and nail dystrophy"
C2936812,Congenital hypertrichosis
C3495530,Congenital alopecia X-linked
C4024723,Decreased proportion circulating T-helper cells
C4025175,Congenital alopecia totalis
C4025208,Severe T-cell immunodeficiency
C0004269,Child attention deficit disorder
C0011649,Dermoid Cyst
C0030489,Paraproteinemias
C0036310,Scheuermann's Disease
C0038604,Subungual exostoses
C0206630,Endometrial Stromal Sarcoma
C0231616,Beevor's sign
C0232492,Upper abdominal pain
C0264192,Pelvic obliquity
C0266798,Compression of umbilical cord
C0268389,"Amyloidosis, familial visceral"
C0270726,Alexander Disease
C0334507,"Synovial sarcoma, biphasic"
C0338437,Neurocysticercosis
C0375021,"Human immunodeficiency virus, type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site"
C0391861,Plasma cell inflammation
C0410623,Prolapsed thoracic intervertebral disc
C0520962,Localized pain
C0795805,"Chromosome 2, trisomy 2q"
C0795809,"Chromosome 3, trisomy 3q"
C0795839,"Chromosome 10, monosomy 10q"
C0795845,"Chromosome 12, 12p trisomy"
C0862878,Dedifferentiated chondrosarcoma
C1282310,Intermittent pain
C1334377,Laryngeal Sarcoma
C1334801,Monophasic Synovial Sarcoma
C1549006,Acute Hemolytic Transfusion Reaction
C1739108,Latent Autoimmune Diabetes in Adults
C1868678,"THANATOPHORIC DYSPLASIA, TYPE I (disorder)"
C1960447,Hypergonadotropic amenorrhea
C2363142,T-Cell Prolymphocytic Leukemia
C2363750,MDS transformation
C2585107,Asymptomatic multiple myeloma
C2700593,Cystic dermoid choristoma
C2748518,Lumbar scoliosis
C2936664,Acquired Hypogammaglobulinemia
C3539920,"ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE"
C3541517,"ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT"
C3887494,"ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE"
C3888065,"ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT"
C3900051,Amotivation
C4733577,adult chronic myelogenous leukemia
C0017551,Gilbert Disease (disorder)
C0730321,Punctate inner choroidopathy
C1956097,Wolf-Hirschhorn Syndrome
C0031157,Peritonsillar Abscess
C4321465,Chemokine (C-X-C Motif) Ligand 6 Measurement
C0015396,Eye Color
C0019372,Herpesviridae Infections
C0751157,FRAXE Syndrome
C4290000,acute flaccid myelitis
C0020440,Hypercapnia
C0020681,Sleep-related respiratory failure
C0020875,Ileal Diseases
C0154936,Pupillary abnormality
C0241577,Elevated urinary catecholamines
C0264122,"Atrophy, Disuse"
C0518989,Acute diverticulitis
C0677779,hereditary Wilms tumor
C0745186,hypoventilation syndrome
C1517444,"Ganglioneuroblastoma, Intermixed"
C1859049,CCHS WITH HIRSCHSPRUNG DISEASE
C2751682,"NEUROBLASTOMA, SUSCEPTIBILITY TO, 2"
C2751683,Hirschsprung disease ganglioneuroblastoma
C3203358,Hypoventilation
C3805839,Central hypoventilation
C3808046,Breathing dysregulation
C3825235,Visceral reflex
C3899155,hereditary neuroblastoma
C4703499,Constant exotropia
C0221405,Pituitary cachexia
C0271577,Isolated gonadotropin deficiency
C0271582,Isolated lutropin deficiency (disorder)
C0342381,Idiopathic growth hormone deficiency
C0342386,Follicle stimulating hormone deficiency
C0342538,Constitutional delay of growth and puberty
C0750887,Adrenal Cancer
C2874188,Isolated deficiency of pituitary hormone
C2874189,Necrosis of pituitary gland (postpartum)
C2874190,Pituitary short stature
C2874202,Constitutional delay of puberty
C0020501,Primary Hyperoxaluria
C0023055,Laryngeal neoplasm
C0220702,SCHIZOPHRENIA 1 (disorder)
C0267356,Duodenal perforation
C0277528,Traveler's diarrhea
C0340305,Inferior Wall Myocardial Infarction
C0862636,Adenocarcinoma of the prostate metastatic
C1536221,Non ST segment elevation myocardial infarction
C1832229,Rieger syndrome 2 (disorder)
C1860787,DOWN SYNDROME CRITICAL REGION
C2875014,Acute disseminated encephalitis and encephalomyelitis (ADEM)
C0006274,"Bronchiolitis, Viral"
C0020192,Hyaline Membrane Disease
C0021151,Incipient Schizophrenia
C0036363,Schizotypal Personality Disorder
C0085164,"Leukemia, Feline"
C0085923,soft neurological signs
C0206675,Adenomatoid Tumor
C0233746,Perceptual disturbance
C0240805,Prodrome
C0270496,"Schizoaffective disorder, bipolar type"
C0279084,Kaposi's sarcoma classical type
C0282606,Myomatous neoplasm
C0340782,Hyperplastic lymph node
C0403396,Steroid-sensitive nephrotic syndrome
C0730315,Acute central serous chorioretinopathy
C1275192,Subungual keratoacanthoma
C1301363,Blastic plasmacytoid dendritic cell neoplasm
C1337012,Well-differentiated papillary mesothelioma
C1846546,Recurrent sinopulmonary infections
C1848389,Posterior pharyngeal cleft
C1868594,Perry Syndrome
C2936665,"Immunoglobulin Deficiency, Late-Onset"
C3495949,Locally advanced breast cancer
C4225277,"IMMUNODEFICIENCY, COMMON VARIABLE, 12"
C4528176,High Risk Myelodysplastic Syndrome
C0004093,Asthenia
C0006430,Burning Mouth Syndrome
C0009088,Cluster Headache
C0014324,Entamoebiasis
C0014858,Esophageal motility disorders
C0014863,Esophageal spasm
C0023374,Lesch-Nyhan Syndrome
C0035450,Rheumatoid Nodule
C0036416,Scleritis
C0041315,"Tuberculosis, Laryngeal"
C0041316,Lymph Node Tuberculosis
C0042237,Malignant Vaginal Neoplasm
C0085594,Fever with chills
C0153308,Toxoplasmosis chorioretinitis
C0206141,Idiopathic Hypereosinophilic Syndrome
C0233750,Hysterical amnesia
C0233796,Temporary Amnesia
C0236795,Dissociative Amnesia
C0242338,HTLV Infections
C0262497,Global Amnesia
C0263662,Disseminated eosinophilic collagen disease
C0268595,"Glutaric aciduria, type 1"
C0271737,Addison's disease due to autoimmunity
C0272214,Persistent lymphocytosis
C0272236,Hyperimmunoglobulin M syndrome
C0276658,Infection by Aspergillus flavus
C0278580,recurrent cutaneous T-cell lymphoma
C0392998,Carcinosarcoma of ovary
C0393739,Episodic Cluster Headache
C0398701,Immunoglobulin G2 deficiency
C0399368,"Amelogenesis Imperfecta, Type IB"
C0399447,Early onset periodontitis
C0424790,Rigor - Temperature-associated observation
C0476486,Generalized enlarged lymph nodes
C0543478,Residual Tumor
C0543687,Thymic alymphoplasia
C0549414,Blast cell proliferation
C0588008,Severe depression
C0598790,lung sarcoma
C0702159,Constitutional aplastic anemia
C0740842,AIDS related illness
C0745091,Hypereosinophilia
C0750906,Tactile Amnesia
C0750907,Amnestic State
C0856120,Multiple sclerosis relapse
C0857306,Leishmania donovani disease
C0860594,"Malignant melanoma, metastatic"
C0862196,Mycosis fungoides/Sezary syndrome NOS
C0862448,Stage IV Renal Cell Cancer
C0919976,Renal cancer metastatic
C1096446,Slight temperature
C1262202,Lymphocytic alveolitis
C1263666,Advanced cirrhosis
C1272352,Deficiency of vitamin D3
C1272657,Secondary angle-closure glaucoma - synechial
C1274297,Febrile Ulceronecrotic Mucha-Habermann disease
C1302547,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma
C1304469,Localized vitiligo
C1335727,Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
C1519666,Tumor-Associated Vasculature
C1521897,Mature T ALL
C1540912,Hypereosinophilic syndrome
C1849236,"Severe combined immunodeficiency, atypical"
C1850383,"Neuropathy, Painful"
C1852242,Nonarteritic anterior ischemic optic neuropathy (NAION)
C1853392,"Interleukin 2 Receptor, Alpha, Deficiency of"
C1862103,Brachydactyly type C
C1864233,ENDPLATE ACETYLCHOLINESTERASE DEFICIENCY (disorder)
C1864828,ALZHEIMER DISEASE 10
C1868944,Follicular B-cell non-Hodgkin's lymphoma
C1960026,Drug-induced pneumonitis
C2063407,viral hepatitis E infection
C2103602,Autoimmune Primary Adrenal Insufficiency
C3146249,Stage IV Renal Cell Cancer AJCC v7
C3472600,Chronic hepatitis E
C3553943,"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"
C3809768,IMMUNODEFICIENCY 13
C3824874,Mycoplasma pneumoniae Infection
C3826128,Infection in children
C3839741,Core binding factor acute myeloid leukemia
C3854388,Hyperferritinaemia
C3872662,Chronic active hepatitis C
C3890429,Liquid Tumor
C4268599,Food-protein induced enterocolitis syndrome
C4287832,Metastatic Malignant Solid Neoplasm
C4288409,Perforin Deficiency
C4316791,Entamoeba histolytica Infection
C4518436,Anaplastic lymphoma kinase positive anaplastic large cell lymphoma
C4518626,Eosinophilic meningitis due to Angiostrongylus cantonensis
C4525059,Refractory Neuroblastoma
C4525220,Feline Fibrosarcoma
C4687714,Steroid Refractory Graft Versus Host Disease
C4699184,Fuchs
C4725024,Refractory Leukemia
C4727069,Advanced Renal Cell Carcinoma
C0002896,Sideroblastic anemia
C0005122,Beriberi
C0013428,Dysuria
C0025988,Microglossia
C0039841,Thiamine Deficiency
C0043207,Wolfram Syndrome
C0156312,Atrophy of testis
C0235280,Ototoxicity
C0271972,Thiamine-responsive megaloblastic anemia
C0348932,Other specified diabetes mellitus with unspecified complications
C0748061,psychiatric hospitalization
C1562061,Microspherophakia
C1833021,"DEAFNESS, AUTOSOMAL DOMINANT 6"
C1846464,Globe retraction and deviation on adduction
C1852282,"DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)"
C1852464,Abnormality of the cervical spine
C1857287,Stroke-like episode
C1857288,Limited mobility of proximal interphalangeal joint
C1858028,WOLFRAM SYNDROME 2
C3280358,"Wolfram-Like Syndrome, Autosomal Dominant"
C3544080,Congenital central diabetes insipidus
C3805412,CATARACT 41
C3810445,Low-frequency sensorineural hearing impairment
C3826233,Hearing impaired children
C4023641,Abnormality of the upper urinary tract
C4293672,Abnormality of mesentery morphology
C4518338,Wolfram-like syndrome
C4551508,Dominant hereditary optic atrophy
C4551693,Wolfram Syndrome 1
C1148551,X-Linked Dyskeratosis Congenita
C0154822,Serous retinal detachment
C0162285,Edema of eyelid
C0241423,Atrophy of tongue
C0410192,"Muscular Dystrophy, Scapulohumeral"
C0427063,Shoulder girdle weakness
C1609528,Restrictive deficit on pulmonary function testing
C1834673,Facioscapulohumeral muscular dystrophy 1a
C1847766,Shoulder girdle muscle atrophy
C4021527,Abdominal wall muscle weakness
C0233849,Personality Traits
C0346255,"Oncocytoma, renal"
C0347001,Secondary malignant neoplasm of prostate
C1299247,Primary malignant neoplasm of ovary and other uterine adnexa
C1708565,Invasive Cutaneous Melanoma
C2930974,Acute erythroleukemia
C0009677,Congenital macroglossia
C0017572,Gingival Recession
C0154682,Lateral Sclerosis
C0205710,Alpers Syndrome (disorder)
C0241157,pustule
C0600298,Periodontosis
C0848771,neurological disability
C0917981,Progressive Muscular Atrophy
C0917990,Acro-Osteolysis
C1283723,Deficiency of cathepsin C
C1833661,PAROXYSMAL EXTREME PAIN DISORDER
C1835686,Recurrent bacterial skin infections
C1851828,Cigarette-paper scars
C1851920,Dopa-Responsive Dystonia
C1855627,HAIM-MUNK SYNDROME
C1855633,Congenital palmoplantar keratosis
C1855642,Atrophy of alveolar ridges
C1863184,Choroid plexus calcification
C2713394,Haim-Monk Syndrome
C3495551,Dihydropyrimidinuria
C4021957,Recurrent cutaneous abscess formation
C4023521,Chronic furunculosis
C4025078,Tapering pointed ends of distal finger phalanges
C4551681,"Periodontitis, Aggressive, 1"
C4751078,Onychomatricoma
C0202177,Phospholipid measurement
C0410529,Hypochondroplasia (disorder)
C0428580,Vitamin measurement
C0523560,VLDL cholesterol measurement
C2242712,Hyper LDL cholesterolaemia
C0001338,Herpetic Acute Necrotizing Encephalitis
C0019385,Herpetic meningoencephalitis
C0025235,Melkersson-Rosenthal Syndrome
C0276226,Herpes encephalitis
C2750180,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 1"
C1856016,HYDROLETHALUS SYNDROME 1
C2931104,Hydrolethalus syndrome
C4310745,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 55"
C0003463,Anus Neoplasms
C0006160,Brenner Tumor
C0016024,Fibroadenosis
C0018194,Giant Cell Granuloma
C0023472,"Leukemia, Myeloid, Accelerated Phase"
C0030185,"Paget's Disease, Mammary"
C0030517,Parathyroid Diseases
C0037859,Spermatocele
C0041955,Ureteral Neoplasms
C0042076,Urologic Neoplasms
C0042929,Polyp of vocal cord
C0079765,"Lymphoma, Small Cleaved-Cell, Follicular"
C0149632,Abnormality of the bladder
C0153653,Malignant tumor of parathyroid gland
C0175692,Johanson-Blizzard syndrome
C0206622,Adenomyoma
C0206628,Mesoblastic Nephroma
C0206685,Acinar Cell Carcinoma
C0206720,Squamous Cell Neoplasms
C0206769,Nevi and Melanomas
C0221290,Chondromyxoid fibroma
C0267988,Hyperproteinemia
C0268238,Triglyceride storage disease with ichthyosis
C0268837,Cystitis glandularis
C0278506,Non-small cell lung cancer stage III
C0278519,Recurrent Childhood Acute Lymphoblastic Leukemia
C0279613,Childhood Alveolar Rhabdomyosarcoma
C0279748,Undifferentiated carcinoma of nasopharynx
C0279751,Adenoid cystic carcinoma of salivary gland
C0280401,Laryngeal squamous cell carcinoma recurrent
C0334036,Apocrine metaplasia
C0334106,Bowenoid papulosis
C0334265,Transitional Cell Neoplasm
C0334287,Fibrolamellar Hepatocellular Carcinoma
C0334331,Juxtaglomerular tumor
C0334371,Secretory breast carcinoma
C0334438,Superficial spreading malignant melanoma of skin
C0334448,Cellular Blue Nevus
C0334590,Anaplastic Oligodendroglioma
C0334638,Malignant lymphomatous polyposis
C0334695,Endometrial Stromal Tumors
C0340548,Pulmonary capillary hemangiomatosis
C0346040,Stage 0 Skin Melanoma
C0346163,Endometrioid carcinoma ovary
C0346359,Squamous cell carcinoma of conjunctiva
C0432409,Trisomy 11
C0545081,mantle lymphoma
C0555202,"Malignant lymphoma - lymphocytic, intermediate differentiation"
C0585955,Dysplasia of larynx
C0586364,Moderate pancreatic duct dysplasia
C0700225,Serum creatinine raised
C0745106,hyperparathyroid
C0748073,psychosocial stressor
C0795841,Jacobsen Distal 11q Deletion Syndrome
C0850639,premalignant lesion
C0854792,Bile duct cancer resectable
C0855070,Synovial sarcoma metastatic
C0861199,Lymphoplasmacytoid immunocytoma
C0861999,Centrocytic (mantle cell) lymphoma (Kiel classification)
C0878649,Gastric hyperplastic polyp
C1266046,Atypical follicular adenoma
C1300347,Atypical polypoid adenomyoma
C1301362,Primary Cutaneous Anaplastic Large Cell Lymphoma
C1332210,Adult Nodular Lymphocyte Predominant Hodgkin Lymphoma
C1332569,Blastoid Variant Mantle Cell Lymphoma
C1332900,Cerebellar hemangioblastoma
C1332985,Childhood Nodular Lymphocyte Predominant Hodgkin Lymphoma
C1333324,Barretts esophagus with dysplasia
C1333786,Gastric Precancerous Condition
C1333940,Head and Neck Basaloid Carcinoma
C1334206,Intermediate Grade Ductal Breast Carcinoma In Situ
C1334413,Low Grade Ductal Breast Carcinoma In Situ
C1334634,Mature B-Cell Non-Hodgkin Lymphoma
C1336538,"Supratentorial Embryonal Tumor, Not Otherwise Specified"
C1392224,Centrocytic lymphoma
C1515107,Synchronous Bilateral Breast Carcinoma
C1622814,Adult Diffuse Small Cleaved Cell Lymphoma
C1704323,Paget's Disease of the Nipple
C1709656,"Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type"
C1710095,paranasal sinus and nasal cavity cancer
C1855900,"HYPERTRICHOSIS, CONGENITAL GENERALIZED"
C1858438,"COLORECTAL CANCER, SUSCEPTIBILITY TO"
C1866260,"Peroxisome Biogenesis Disorder, Complementation Group H"
C1956130,"Lymphoma, Follicular, Grade 1"
C1959584,Cardiac Carcinoma
C2007076,Liver Carcinosarcoma
C2239246,"Endometrial stromal sarcoma, high grade"
C2347613,Childhood Atypical Teratoid/Rhabdoid Tumor
C2609247,Adrenal incidentaloma
C2698836,Pleomorphic Variant Mantle Cell Lymphoma
C2739810,Lentigo maligna melanoma
C2959547,Endometrial sarcoma
C2987142,Pancreatic Intraepithelial Neoplasia-1A
C2987143,Pancreatic Intraepithelial Neoplasia-1B
C2987145,Pancreatic Intraepithelial Neoplasia-3
C3164851,Palisaded myofibroblastoma
C3273016,High Grade Liver Dysplastic Nodule
C3714753,"RETINOSCHISIS 1, X-LINKED, JUVENILE"
